system:index,date_edit,kdkab,skin_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,temperature_2m,total_precipitation,.geo,produksi,Produktivitas
160,5/1/2020,3,26.3378226,26.9249765,26.9169808,26.9261962,26.949694,26.0264538,0.010898938,"{""type"":""MultiPoint"",""coordinates"":[]}",2339.02,3.11861017
161,6/1/2020,3,25.5605504,26.2079976,26.297633,26.5529569,26.8795597,25.4027026,0.007001309,"{""type"":""MultiPoint"",""coordinates"":[]}",747.71,2.688830552
162,7/1/2020,3,25.2489015,25.8718241,25.9296949,26.1468387,26.6232323,25.087311,0.004257347,"{""type"":""MultiPoint"",""coordinates"":[]}",1034.4,3.149721385
163,8/1/2020,3,26.2809361,26.8302308,26.7453167,26.5507163,26.485128,26.1296181,0.003466394,"{""type"":""MultiPoint"",""coordinates"":[]}",367.87,3.961128459
164,9/1/2020,3,25.966402,26.6013906,26.6254956,26.6661459,26.5785574,25.6826087,0.007957181,"{""type"":""MultiPoint"",""coordinates"":[]}",342.11,3.944995387
165,10/1/2020,3,26.1646548,26.7799037,26.7444777,26.6523169,26.5791024,25.7071028,0.011186075,"{""type"":""MultiPoint"",""coordinates"":[]}",3937.79,4.159798443
166,11/1/2020,3,25.769003,26.3811032,26.422074,26.5518095,26.6137235,25.40197,0.00850303,"{""type"":""MultiPoint"",""coordinates"":[]}",2742.95,3.97310177
167,12/1/2020,3,25.9579937,26.5887854,26.6164982,26.6226384,26.5979843,25.673197,0.006613014,"{""type"":""MultiPoint"",""coordinates"":[]}",1612.37,4.045387259
168,1/1/2020,4,26.5120441,27.1230743,27.1410412,27.265896,27.7130465,26.1431699,0.005440208,"{""type"":""MultiPoint"",""coordinates"":[]}",0,0
169,2/1/2020,4,26.6331544,27.2400364,27.2439535,27.2963508,27.5418722,26.2645479,0.005486055,"{""type"":""MultiPoint"",""coordinates"":[]}",3851.31,4.515599902
170,3/1/2020,4,27.2466391,27.8634713,27.8245359,27.7006883,27.5369818,26.6480584,0.009239788,"{""type"":""MultiPoint"",""coordinates"":[]}",944.11,3.045810885
171,4/1/2020,4,27.0489059,27.6895287,27.6982287,27.6873092,27.5979624,26.449039,0.011843377,"{""type"":""MultiPoint"",""coordinates"":[]}",243.89,4.515645251
172,5/1/2020,4,27.045996,27.6072231,27.5977369,27.5960452,27.6100504,26.6708283,0.008632394,"{""type"":""MultiPoint"",""coordinates"":[]}",1306.93,4.48823792
173,6/1/2020,4,26.1847628,26.8162931,26.9107755,27.1924277,27.5439015,26.0273396,0.006383851,"{""type"":""MultiPoint"",""coordinates"":[]}",1091.1,4.489015058
174,7/1/2020,4,25.9144173,26.5268118,26.5795592,26.7772079,27.2707342,25.7033287,0.004201559,"{""type"":""MultiPoint"",""coordinates"":[]}",3637.05,4.471361306
175,8/1/2020,4,27.2472053,27.7706958,27.6435075,27.3457756,27.1577125,27.0946746,0.002206179,"{""type"":""MultiPoint"",""coordinates"":[]}",1221.69,4.489031784
176,9/1/2020,4,26.5979511,27.2431025,27.3044603,27.4207598,27.3070068,26.3096736,0.006944605,"{""type"":""MultiPoint"",""coordinates"":[]}",3281.79,4.369428024
177,10/1/2020,4,26.9115152,27.5078584,27.4609045,27.3419298,27.2899454,26.4261481,0.010519393,"{""type"":""MultiPoint"",""coordinates"":[]}",9364.3,4.369429902
178,11/1/2020,4,26.4021588,27.0212424,27.0785646,27.2517196,27.3333487,25.9727205,0.008362523,"{""type"":""MultiPoint"",""coordinates"":[]}",2483.32,4.369426752
179,12/1/2020,4,26.5683117,27.192298,27.2329822,27.2658384,27.2883879,26.2531107,0.00546042,"{""type"":""MultiPoint"",""coordinates"":[]}",3008.88,4.369434521
180,1/1/2020,5,26.2356814,26.7839071,26.8016055,26.9169868,27.359521,26.1228163,0.006982914,"{""type"":""MultiPoint"",""coordinates"":[]}",348.41,5.026110791
181,2/1/2020,5,26.4373554,26.9833837,26.9774366,27.0044224,27.2004854,26.2993429,0.006586729,"{""type"":""MultiPoint"",""coordinates"":[]}",252.86,5.026038561
182,3/1/2020,5,26.9948112,27.5322833,27.5008592,27.3929615,27.2221517,26.6991336,0.009959186,"{""type"":""MultiPoint"",""coordinates"":[]}",4608.93,5.026095965
183,4/1/2020,5,26.7073153,27.2595208,27.2766442,27.3005626,27.2675052,26.4019663,0.011473769,"{""type"":""MultiPoint"",""coordinates"":[]}",636.96,5.02611852
184,5/1/2020,5,26.8031709,27.2818388,27.2654317,27.2426398,27.2583372,26.6398998,0.00910422,"{""type"":""MultiPoint"",""coordinates"":[]}",1700.76,4.260420842
185,6/1/2020,5,26.0057764,26.5533396,26.6344306,26.8828426,27.2024279,25.960703,0.007831506,"{""type"":""MultiPoint"",""coordinates"":[]}",129.94,4.260327869
186,7/1/2020,5,25.728537,26.2794075,26.3261059,26.4851173,26.9315657,25.6540337,0.004889055,"{""type"":""MultiPoint"",""coordinates"":[]}",1252.99,4.260421625
187,8/1/2020,5,27.2199473,27.6936996,27.553385,27.2101687,26.8800233,27.1457484,0.002260469,"{""type"":""MultiPoint"",""coordinates"":[]}",3799.19,4.260423442
188,9/1/2020,5,26.374605,26.9526832,27.0196317,27.1570856,27.0653428,26.2611752,0.007417271,"{""type"":""MultiPoint"",""coordinates"":[]}",1115.84,3.624269196
189,10/1/2020,5,26.6698667,27.1891059,27.1582338,27.0741981,27.0408268,26.4637415,0.009041368,"{""type"":""MultiPoint"",""coordinates"":[]}",3338.83,3.624278147
190,11/1/2020,5,26.1379796,26.6579144,26.7097665,26.8850835,27.0457229,25.9639015,0.00864593,"{""type"":""MultiPoint"",""coordinates"":[]}",4120.4,3.624273237
191,12/1/2020,5,26.3333491,26.891462,26.9280507,26.9618355,26.981629,26.2165546,0.005901665,"{""type"":""MultiPoint"",""coordinates"":[]}",469.49,3.624285935
192,1/1/2020,6,26.2566478,26.7449826,26.7427166,26.7920851,27.0918126,26.3116762,0.008301547,"{""type"":""MultiPoint"",""coordinates"":[]}",225.35,4.276091082
193,2/1/2020,6,26.5329245,27.0280674,27.0025082,26.9694726,27.0164933,26.539823,0.007149854,"{""type"":""MultiPoint"",""coordinates"":[]}",14142.43,4.276009179
194,3/1/2020,6,26.9950914,27.4897114,27.459841,27.3420924,27.1024674,26.8952429,0.009661503,"{""type"":""MultiPoint"",""coordinates"":[]}",12813.96,4.276009357
195,4/1/2020,6,26.6911845,27.1660154,27.1851318,27.2140073,27.1679255,26.5975746,0.011120286,"{""type"":""MultiPoint"",""coordinates"":[]}",9406.02,4.276007856
196,5/1/2020,6,26.8683313,27.2628934,27.2331932,27.1784841,27.1691785,26.8847586,0.009328142,"{""type"":""MultiPoint"",""coordinates"":[]}",5562.04,4.816661615
197,6/1/2020,6,26.1666943,26.6128464,26.6684727,26.865043,27.1342741,26.2232255,0.008632472,"{""type"":""MultiPoint"",""coordinates"":[]}",1036.45,4.816665118
198,7/1/2020,6,25.9031794,26.3866434,26.4256645,26.5469539,26.9036167,25.9476097,0.006282198,"{""type"":""MultiPoint"",""coordinates"":[]}",3968.4,4.816662419
199,8/1/2020,6,27.1712174,27.6282047,27.5276404,27.2628076,26.901801,27.1695826,0.003249858,"{""type"":""MultiPoint"",""coordinates"":[]}",2280.64,4.816659275
200,9/1/2020,6,26.2699776,26.7787378,26.848237,26.9980175,27.033692,26.2770889,0.009146789,"{""type"":""MultiPoint"",""coordinates"":[]}",7564.1,4.796116997
201,10/1/2020,6,26.62633,27.0580247,27.0326552,26.9750039,26.9744036,26.5601025,0.009111137,"{""type"":""MultiPoint"",""coordinates"":[]}",279.28,4.796153186
202,11/1/2020,6,26.1361421,26.5817252,26.6303174,26.7969928,26.9627927,26.1169289,0.010115159,"{""type"":""MultiPoint"",""coordinates"":[]}",0,0
203,12/1/2020,6,26.2979982,26.7837145,26.8121808,26.8473095,26.8919587,26.3358063,0.006905978,"{""type"":""MultiPoint"",""coordinates"":[]}",0,0
204,1/1/2020,7,25.9116666,26.5093748,26.5176218,26.5952163,26.9256734,25.8680899,0.005400335,"{""type"":""MultiPoint"",""coordinates"":[]}",200.43,5.299576943
205,2/1/2020,7,26.0354938,26.6422859,26.6298577,26.6373321,26.8021992,25.9724354,0.005496153,"{""type"":""MultiPoint"",""coordinates"":[]}",4101.98,5.299647291
206,3/1/2020,7,26.6011518,27.1944661,27.1518196,27.0256892,26.8396368,26.3663424,0.008559929,"{""type"":""MultiPoint"",""coordinates"":[]}",2082.82,5.299661586
207,4/1/2020,7,26.3685875,26.9830021,26.9991558,27.0017535,26.9091148,26.0985246,0.011933843,"{""type"":""MultiPoint"",""coordinates"":[]}",733.15,5.299624115
208,5/1/2020,7,26.5652946,27.0854094,27.0513049,26.9850336,26.9323185,26.4349996,0.008189827,"{""type"":""MultiPoint"",""coordinates"":[]}",1199.88,3.950612406
209,6/1/2020,7,25.8088773,26.4141987,26.4869565,26.7041707,26.9284932,25.8476505,0.006126329,"{""type"":""MultiPoint"",""coordinates"":[]}",4438.23,3.950606624
210,7/1/2020,7,25.5755663,26.1833913,26.2207695,26.3577085,26.7272559,25.5447412,0.004928469,"{""type"":""MultiPoint"",""coordinates"":[]}",12278.71,3.950602627
211,8/1/2020,7,26.6941676,27.2641664,27.1671781,26.9223509,26.677179,26.770094,0.002792702,"{""type"":""MultiPoint"",""coordinates"":[]}",4052.77,3.950607295
212,9/1/2020,7,25.9426589,26.5813883,26.649015,26.7929126,26.7903035,25.8352982,0.007874119,"{""type"":""MultiPoint"",""coordinates"":[]}",444.82,3.471901342
213,10/1/2020,7,26.351298,26.9233135,26.8744793,26.7652454,26.7428986,26.1286216,0.009181515,"{""type"":""MultiPoint"",""coordinates"":[]}",982.96,3.471884713
214,11/1/2020,7,25.759233,26.3619729,26.429744,26.6266091,26.7608709,25.5858424,0.009742079,"{""type"":""MultiPoint"",""coordinates"":[]}",1301.99,3.47188075
215,12/1/2020,7,25.9620268,26.561576,26.5925597,26.6262071,26.6885197,25.8999215,0.004637536,"{""type"":""MultiPoint"",""coordinates"":[]}",279.52,3.471866849
216,1/1/2020,8,26.0296647,26.5465514,26.5275308,26.5379894,26.75054,25.8499335,0.006326949,"{""type"":""MultiPoint"",""coordinates"":[]}",748.83,3.917909276
217,2/1/2020,8,26.1237126,26.6480362,26.6267235,26.5965596,26.6806296,25.9946716,0.005290201,"{""type"":""MultiPoint"",""coordinates"":[]}",2618.42,4.201370281
218,3/1/2020,8,26.6964915,27.2319252,27.1869973,27.0466446,26.7690546,26.3693658,0.009075498,"{""type"":""MultiPoint"",""coordinates"":[]}",1943.94,4.201387538
219,4/1/2020,8,26.2906616,26.8548032,26.8817157,26.9129186,26.8512321,25.9700342,0.013100104,"{""type"":""MultiPoint"",""coordinates"":[]}",2409.03,4.154646109
220,5/1/2020,8,26.5496927,27.0211715,26.982943,26.9051161,26.8608035,26.3782213,0.008300835,"{""type"":""MultiPoint"",""coordinates"":[]}",2386.44,4.641885978
221,6/1/2020,8,25.8193588,26.3694428,26.4310663,26.6228872,26.8501657,25.7728438,0.006155212,"{""type"":""MultiPoint"",""coordinates"":[]}",310.81,4.680873494
222,7/1/2020,8,25.5047076,26.0600121,26.10569,26.2722434,26.6445834,25.4705198,0.005012431,"{""type"":""MultiPoint"",""coordinates"":[]}",2692.79,4.680833681
223,8/1/2020,8,26.5425448,27.0517372,26.9772954,26.775221,26.5732616,26.5416113,0.003126539,"{""type"":""MultiPoint"",""coordinates"":[]}",3016.1,4.680841158
224,9/1/2020,8,25.9629524,26.5265389,26.5646452,26.6596248,26.669287,25.7722695,0.009387985,"{""type"":""MultiPoint"",""coordinates"":[]}",2835.64,4.796251818
225,10/1/2020,8,26.1258425,26.6556149,26.6393288,26.5978317,26.6141889,25.8978022,0.010304631,"{""type"":""MultiPoint"",""coordinates"":[]}",3163.51,4.796249128
226,11/1/2020,8,25.6842632,26.2187205,26.2751491,26.452303,26.6063793,25.4687249,0.012003995,"{""type"":""MultiPoint"",""coordinates"":[]}",1719.75,4.761080812
227,12/1/2020,8,26.0845676,26.6218277,26.6307845,26.5945863,26.5519666,25.9651836,0.00449687,"{""type"":""MultiPoint"",""coordinates"":[]}",2149.53,4.796238035
228,1/1/2020,9,25.0361543,25.5196495,25.5016434,25.5115507,25.6896754,24.8105265,0.00690229,"{""type"":""MultiPoint"",""coordinates"":[]}",122.65,3.885017422
229,2/1/2020,9,25.1802218,25.6823605,25.6625159,25.623082,25.6471833,24.9992268,0.00742934,"{""type"":""MultiPoint"",""coordinates"":[]}",490.12,3.884908053
230,3/1/2020,9,25.6873833,26.2174641,26.170535,26.0258744,25.7495317,25.3436985,0.009904766,"{""type"":""MultiPoint"",""coordinates"":[]}",1291.53,3.87288593
231,4/1/2020,9,25.3901973,25.938299,25.955634,25.967869,25.8581925,25.056878,0.014932003,"{""type"":""MultiPoint"",""coordinates"":[]}",1914.75,3.789858084
232,5/1/2020,9,25.4664776,25.9299013,25.9045503,25.8653595,25.8699565,25.3306023,0.01039655,"{""type"":""MultiPoint"",""coordinates"":[]}",5154.57,3.769117712
233,6/1/2020,9,24.7519372,25.3107708,25.3836239,25.590113,25.8339514,24.7399356,0.007127683,"{""type"":""MultiPoint"",""coordinates"":[]}",2867.37,3.742423451
234,7/1/2020,9,24.5198169,25.0633114,25.0992571,25.2546432,25.613605,24.5039953,0.00461735,"{""type"":""MultiPoint"",""coordinates"":[]}",1889.66,3.740419636
235,8/1/2020,9,25.3067591,25.8017493,25.7509279,25.6157816,25.5201331,25.3343031,0.003997312,"{""type"":""MultiPoint"",""coordinates"":[]}",1390.15,3.745217954
236,9/1/2020,9,24.9424635,25.4776545,25.4927641,25.5351061,25.5666086,24.7876251,0.010997908,"{""type"":""MultiPoint"",""coordinates"":[]}",1385.32,3.649035929
237,10/1/2020,9,25.0063238,25.5322236,25.5297526,25.5272314,25.5310151,24.8191785,0.011207074,"{""type"":""MultiPoint"",""coordinates"":[]}",845.71,3.547441275
238,11/1/2020,9,24.6380024,25.166294,25.2222648,25.379679,25.5139425,24.4791822,0.012396274,"{""type"":""MultiPoint"",""coordinates"":[]}",1222.55,3.547427676
239,12/1/2020,9,24.8893441,25.4105293,25.4174525,25.4106348,25.4413533,24.7531383,0.005380355,"{""type"":""MultiPoint"",""coordinates"":[]}",1280.99,3.565337193
240,1/1/2020,71,26.3335481,26.9342366,26.9555297,27.079026,27.5200318,26.0856512,0.005857287,"{""type"":""MultiPoint"",""coordinates"":[]}",0,0
241,2/1/2020,71,26.497795,27.1035353,27.1041358,27.1394682,27.3445558,26.2245292,0.006379522,"{""type"":""MultiPoint"",""coordinates"":[]}",0,0
242,3/1/2020,71,27.1780819,27.7460926,27.6985369,27.5605938,27.3662009,26.6846258,0.010087574,"{""type"":""MultiPoint"",""coordinates"":[]}",0,0
243,4/1/2020,71,26.9484285,27.5298806,27.5416554,27.5461489,27.4483682,26.4157292,0.01106247,"{""type"":""MultiPoint"",""coordinates"":[]}",0,0
244,5/1/2020,71,26.9686671,27.4798263,27.4682295,27.4535127,27.4609627,26.6108452,0.008675322,"{""type"":""MultiPoint"",""coordinates"":[]}",1205.06,4.260420718
245,6/1/2020,71,26.0858883,26.6875792,26.7813362,27.0515981,27.3948765,25.9174564,0.007396754,"{""type"":""MultiPoint"",""coordinates"":[]}",0,0
246,7/1/2020,71,25.8263169,26.4010287,26.4445092,26.6140414,27.0871454,25.6150125,0.004554698,"{""type"":""MultiPoint"",""coordinates"":[]}",0,0
247,8/1/2020,71,27.150752,27.6914311,27.5738688,27.2788866,27.0041417,27.0890947,0.001706532,"{""type"":""MultiPoint"",""coordinates"":[]}",0,0
248,9/1/2020,71,26.4588052,27.0679797,27.1232497,27.2437113,27.1732021,26.2306163,0.006352305,"{""type"":""MultiPoint"",""coordinates"":[]}",16.35,4.313984169
249,10/1/2020,71,26.8026175,27.3647316,27.3216642,27.2081978,27.1506977,26.4467944,0.009192583,"{""type"":""MultiPoint"",""coordinates"":[]}",906.8,4.313576253
250,11/1/2020,71,26.2140062,26.7739241,26.832816,27.0233574,27.1775599,25.9134488,0.007929598,"{""type"":""MultiPoint"",""coordinates"":[]}",340.34,4.31356147
251,12/1/2020,71,26.4090227,27.0033749,27.0399878,27.0758288,27.1028427,26.1920016,0.005454871,"{""type"":""MultiPoint"",""coordinates"":[]}",223.27,4.313562597
252,1/1/2020,72,21.1206616,21.5422009,21.5170158,21.4877972,21.4380113,21.0759539,0.010891474,"{""type"":""MultiPoint"",""coordinates"":[]}",2806.88,5.935838603
253,2/1/2020,72,21.5036059,21.9255604,21.8706811,21.6912073,21.5082535,21.431741,0.014665353,"{""type"":""MultiPoint"",""coordinates"":[]}",3396.31,5.935840747
254,3/1/2020,72,21.4879988,21.9805876,21.9725721,21.9337941,21.6841326,21.425303,0.01536853,"{""type"":""MultiPoint"",""coordinates"":[]}",2165.45,5.93582961
255,4/1/2020,72,21.4619984,21.8992361,21.8927393,21.8610145,21.7712865,21.3308079,0.014459772,"{""type"":""MultiPoint"",""coordinates"":[]}",3599.07,5.935827025
256,5/1/2020,72,21.5548668,21.9572661,21.9266489,21.8577566,21.801359,21.6082924,0.0127473,"{""type"":""MultiPoint"",""coordinates"":[]}",11215.61,6.178480336
257,6/1/2020,72,21.0127209,21.5122306,21.5610544,21.692183,21.8265447,21.0349809,0.011177621,"{""type"":""MultiPoint"",""coordinates"":[]}",2144.86,6.178481924
258,7/1/2020,72,20.6792786,21.213008,21.274025,21.4326217,21.6783545,20.6644669,0.010114036,"{""type"":""MultiPoint"",""coordinates"":[]}",3173.7,6.178480347
259,8/1/2020,72,21.1880179,21.6851849,21.6420881,21.5625803,21.5646005,21.2125664,0.007460421,"{""type"":""MultiPoint"",""coordinates"":[]}",1126.65,6.178502879
260,9/1/2020,72,20.6170412,21.1190145,21.1580502,21.2878818,21.5122856,20.5651524,0.016442218,"{""type"":""MultiPoint"",""coordinates"":[]}",1239.58,6.257660659
261,10/1/2020,72,20.5500067,21.0496555,21.0968049,21.2158942,21.3788109,20.5156402,0.010466784,"{""type"":""MultiPoint"",""coordinates"":[]}",3199.97,6.257641238
262,11/1/2020,72,20.5230718,20.9654149,20.9944938,21.0860267,21.2594273,20.4939983,0.015240491,"{""type"":""MultiPoint"",""coordinates"":[]}",3522.31,6.257657049
263,12/1/2020,72,20.4990605,21.0234596,21.0191011,21.0354602,21.1664253,20.6638595,0.004422171,"{""type"":""MultiPoint"",""coordinates"":[]}",3352.85,6.257652109
